full_text,label
@Mdy_Asmara1701 @DPR_RI @prabowo tag @Gerindra atau bawa langsung video ke dewan dari Gerindra,neutral
@pedjoeang_nkri @bp2mi_ri @Kadir_Karding @prabowo @gibran_tweet @KemensetnegRI @setkabgoid Bukti kepedulian BP2MI terhadap PMI pantas diapresiasi,positive
Presiden Prabowo menegaskan dirinya tak akn memberi toleransi pd praktik korupsi di hadapan para pimpinan perusahaan besar AS Prabowo mempersilakan pada para investor AS itu utk menelepon dirinya jk menemukan praktik korupsi Bahlul Kemurahan BI Checking Tom Lembong Song Jaerim https://t.co/3nVn1qEfgo,positive
@DokterTifa @prabowo Nah itu sdh terjadi...contohnya anies yg sekarang jadi gelandangan politik,neutral
@mas_veel Badut2 pendukung prabowo satu ini emang bertolak belakang.. pdahal prabowo suka sama yg religius.. tpi pndukung dongo macam gini malah bertolak belakang.. binaan permadi arya..,negative
@DokterTifa @prabowo Gak bakalan prabowo nanti mirip spt sby jk sudah 1 th berjalan tinggal di istana-jalan ke LN krn bs 3 bhs males dkt dgn rakyat &amp; rakyat dibiarkan tanpa kehadiran pemerintah shg terjadilah otopilot..Mahfud MD bilang otopilot aja bs 5 % pertumbuhan ekonomi begitulah pola pejabat kt,negative
@romoatheist @ST_Burhanuddin @KejaksaanRI @prabowo @setkabgoid Bukankah yg punya perusahaan pasti nga Tahu,neutral
Bangun pagi terus fokus. Fokus habiskan kopi HIP. Jangan pikirkan negara dengan cara berlebihan. Sudah kita percayakan dan serahkan ke pak @prabowo urusan negara #MERDEKA https://t.co/dN88shhUVL,positive
@Ozge_2017 @geloraco @prabowo @Gerindra Presiden tidak benar-benar ingin memberangus Judol. Hanya gimmick,negative
@KompasTV @prabowo ... Kebanyakan omon - omon no action.,negative
Mau nyari nama dan mau nyaingi kinerja prabowo buat ngerebut hati masyarakat supaya jadi no 1 di indonesia,negative
@xquitavee @zy_zy_lestary @gibran_tweet @prabowo @jokowi Lha dapuranmu piye????? Lupa kau hina2 prabowo skr kau jilat2?????,negative
@EkoApan @kompascom @prabowo Semua mah biar wakil rakyat jg dr rakyat la. Bukan dari rakyatnya tp gmn motivasi dan tujuannya menjadi pemimpin atau jadi pejabat negara. Yg secara teori harusnya pentingkan negara dan sejahterakan rakyatnya. Bukan apa2 pajakin/naikin iuran rakyat.,negative
@najwa_fais @bp2mi_ri @Kadir_Karding @prabowo @gibran_tweet @KemensetnegRI @setkabgoid Salut kinerja BP2MI untuk PMI,positive
@tempodotco Apa gunanya angka-angka pertumbuhan diatas kertas. Kalau fakta nya rakyat tetap miskin. Beban kebutuhan hidup semakin berat. PHK massal dimana-mana. Prabowo perlu menunjuk Menkeu Baru ahli Ekonomi Mikro yang sangat paham beban penderitaan rakyat.,negative
@HisyamMochtar Kepada para Menteti kalau tdk berani tegas sungkan atau apalah namanya ! kan sdh dikasih kewenangan kelola kementrian dengan baik dan amanah ! kalau tdk sanggup lebih terhormat mundur@prabowo,positive
@iimfahima tujuan teleponnya kan emang cuma congratulating aja ya dr Prabowo ke Trump. Trump sbg pihak penerima ya mgkin respons-nya reflek aja saya yakin ga ada niat insulting. lagipula durasi telpon 2 menit apa yg mau diharapkan?? this is pretty normal.,positive
@GenZNusantara Prabowo bawa Rp157 triliun buat ekonomi Indonesia makin solid,positive
@hipohan @prabowo PAKEM: pengecut berkumpul dgn pengecut... pengkhianat berkumpul dgn pengkhianat... begundal berkumpul dgn begundal... pakem yg tidak akan pernah berubah selamanya...,negative
@DokterTifa @prabowo Ini ditulis pakai jari? Atau pakai hati yang Hasad ?? Serius tanya,neutral
@pakmul63 @prabowo njenengan presidennya ya pak.. Ga pantes modelan mentri kek gini.. Cuma mengingatkan,negative
@PelatihT1dur P. @prabowo apa tidak tersinggung kalau punya bawahan tetap loyal kepads @jokowi daripada ke Bapak ????? @ZUL_Hasan,negative
@LexWu_13 @prabowo Keren Koh... @LexWu_13 Lanjut...,positive
@alvinlie21 Sebaiknya kasus nya zulhas ini sgr diusut ..supaya kabinet merah putih TDK tersandera SM Mulyono .bisa bersih menteri nya. Rakyat lBH percaya p.prabowo..kesampingkan Mulyono..rakyat mendukungmu jendral...,positive
@geloraco Jika Komandan ragu menunjukkan Komandan atasannya tidak mau. Jika Menteri @meutya_hafid ragu. Menunjukkan atasannya Presiden @prabowo @RahayuSaraswati @TitiekSoeharto,neutral
@GenZNusantara Salut buat Prabowo Rp157 triliun investasi besar buat pembangunan Indonesia,positive
@faridhcrb Apa yang bisa diharapkan dari @ListyoSigitP @prabowo semua sdh jelas tampak ddpn mata..,negative
Press releasenya enak dibaca dan gampang dimengerti ni. Buat kalian yg penasaran kenapa pak Prabowo pengen membawa Indonesia join Brics dan sempet digoreng politisi bahwa kita ga lagi Non-Blok. Artikel ini menjelaskan posisi Indonesia ttp Non-Blok.,positive
@DokterTifa @prabowo Fufufafa sdh selesai Dok?,negative
@LexWu_13 @prabowo Beking ini dia intinya yang harus diberantas dalam tubuh aparat kita di seluruh Indonesia. Mohon pak Presiden @prabowo kami yang rakyat kecil benar-benar merasakannya,positive
Kami mendukung Prabowo karena beliau peduli terhadap kesejahteraan rakyat #GerakanLawanJudiOnline,positive
@LexWu_13 @prabowo semangat koh lex wu.........jangan takut..... buka sekalian beking bekingnya,neutral
Kebijakan ekonomi Prabowo akan didukung oleh tim yang solid dan berpengalaman. #GerakanLawanJudiOnline,positive
@OjolNyambi Pastinya jokowi singkirkan prabowo,negative
@GenZNusantara Kolaborasi ini bukti nyata komitmen Prabowo untuk kesejahteraan jangka panjang,positive
@GenZNusantara Prabowo paham kebutuhan ekonomi bangsa Rp157 triliun ini bakal jadi bukti nyata,positive
@islah_bahrawi Capres Ganjar juga kalah di Jateng. Emang Jateng dah dikusai Prabowo bukan lagi PDIP...?,neutral
@prabowo Si bro malah datang ke negara kebebasan,negative
Cara Prabowo lebih dulu berkunjung ke Beijing daripada ke AS itu juga smart. Dia tahu pasti AS tidak begitu happy dengan dia terpilih sebagai presiden. Nah dia gunakan Beijing sebagai penyeimbang. Lue engga suka gua ya gua temanan dengan Beijing. Kira kira begitu.,positive
Selamat atas pelantikan Pak Prabowo semoga selalu amanah dalam memimpin Indonesia #GerakanLawanJudiOnline,positive
@Boediantar4 @KemenkopUKM @prabowo Beresin dulu tuh para malingÂ² duit negara/koruptor Jgn bisa'nya nguberÂ² rakyat aja. Diduga duit negara abis di gondol dgn alasan proyek pembangunan main nya scr sembunyiÂ² markup anggaran Sudah waktunya transparan sama rakyat. GK usah banyak main sirkus Permainan mu sudah basi,negative
@Kanseulir Esok ada agik narasi nya kalau menyangkut prabowo prabowo cuma bapak nya mas didit hehe,negative
@Lembayung071 @prabowo @jokowi SAID DIDU ITU PADA DASARNYA NGIRI.SIFAT dan HATI DIDU BURUK dan BUSUK DIPENUHI PENYAKIT IRI dan DENGKI. SO ISLAMI TAPI ILMU AGAMANYA DANGKAL. MAKANYA WLOPUN STIAP SUBUH STATUSNYA MERAMEKAN MASJID Ttp TIDAK BISA merubah Sifat buruknya.,neutral
@DokterTifa @prabowo nggak apa apa kucing jalanan. dari pada lu Tifa dulu babi jalanan. ngatain orang lain seenak mulut lu. penampilan berjilbab tapi kelakuan mirip dajal suka fitnah suka adu domba,neutral
@Mdy_Asmara1701 @DPR_RI @prabowo Lihat jaksa kasus vina,neutral
@iso_tenanan @yesmar_banu @prabowo Kalau gak Kepala BNPB ya dari TNI,neutral
@zy_zy_lestary @xquitavee @gibran_tweet @prabowo @jokowi Laah yg masalah kalau nyerang pak anis. Pak prabowo blum sebulan sudah berhasil menangkap beberapa koruptor lama maka wajar presiden sblumnya d serang krna ngapain aja 10 tahun knpa baru skrg ketangkep koruptornya.,positive
Prabowo hadir dengan solusi untuk mempercepat pembangunan di seluruh wilayah. #GerakanLawanJudiOnline,positive
@iimfahima Kenapa ungkapan itu langsung dibilang merendahkan dah? Trump dan Prabowo itu pebisnis multinasional tentunya banyak gaul dengan banyak orang dari berbagai latar belakang. Gue sih melihat itu sebagai basa-basi biasa aja.,positive
@BosPurwa Penetapan TL menjadi tersangka benar2 mencederai kepercayaan rakyat terhadap hukum di pemerintahaan baru Prabowo benar2 mengecewakan.,negative
@pakmul63 Mumpung presiden @prabowo ga ada ya ngga @Gerindra @Fraksi_Gerindra dlm rangka apa?;,neutral
@DBarkeh49017 @NataliusPigai2 Yg gue bingung knp yg terhormat presiden Prabowo bisa mengangkat dia jadi menteri HAM... apakah dari 300 juta penduduk Indonesia ga ada yg profesional mengenai HAM,negative
@LexWu_13 @prabowo Surabaya itu dulu kota paling nyaman setelah era android versi lollipop akhirnya seperti mexico city,neutral
@prabowo Pak si fufufafa supaya ngantor di IKN saja pak biar tenang ngegame dan ny1m3ngnya. https://t.co/d7zYUrcQeC,negative
Gugatan Pangkat Letkol Tituler Deddy Corbuzier Pemberian Prabowo Resmi Dicabut https://t.co/pCCNyW7IRY,neutral
@prabowo Gimana pak @prabowo apa bs dibuat spt jaman pak Harto? BATALIN semua perpres @SBYudhoyono soal rumah dinas bg ex RI1 &amp; @jokowi soal pesangon RI1 &amp; keluarga. BUAT RAKYAT SEJAHTERA SESUAI VISI&amp;MISI ANDA! https://t.co/ag8E1q1IP7,neutral
@prabowo @POTUS Pak Prabowo polisi nyindir aku terus pak,neutral
@_msgjbr @LexWu_13 @prabowo Bukan kak. Hw group punya Ivan Tanjaya.. Sama meresahkan juga sih.. Di depan ada Hotman Paris yg jadi penjaga.. Orang pada ribut gegara maksiat miras gak di Jogja surabaya atau Jakarta. Enjoy aja?,neutral
@LexWu_13 @prabowo Itu palingan ditahan biar reda situasinya kalo udah adem ya dibebasin diem2 alasannya udah bayar jaminan. Gak nyampe pengadilan deh tu potret hukum di negeri ini,negative
pak Prabowo polisi nyindir aku terus pak @prabowo,negative
MENUJU INDONESIA MAJU INDONESIA EMAS BERSAMA BAPAK PRESIDEN KITA @prabowo,positive
Mending @bahlillahadalia ikuti jejak @RafiNagita1717 ngambil gelar doktor dari kampus luar. Kasihan Indonesia kalau kampus terbaiknya di downgrade cuma buat kasih gelar ke elit dengan resiko menurunkan reputasi akademik di dunia internasional. Sekali2 berbuat positif lah @prabowo,negative
@OposisiCerdas Wkwkwkwkwkwkwkwkwkwkwkwkwkwkwk mo jilat Prabowo dengan merendahkan Jokowi? Ya kelaut aja lah he he he,negative
@SimanjuntakElly Dukung ahok kalah dukung prabowo kalah dukung ganjar kalah masuk penjara lagi.. Konstruksi opini boleh tapi jangan SAMPAH2 banget lah,neutral
Dukungan penuh untuk Presiden Prabowo kami optimis masa depan Indonesia akan semakin cerah #GerakanLawanJudiOnline,positive
@jambumete_ @GarliSaferi @grumpycatz97 Itu 2019 tim prabowo membuktikan kecurangan... Ya kalo merasa 'dicurangi' buktikan dong bukan koar2 di sosmed.... Emangnya mk baca?,negative
@DokterTifa @prabowo Maaf Bu dok klo sy jawab masih! Karena masih ikut2 cawe2! Masih diam dengan segala carut marut yg terjadi di segala lini dan sektor!,neutral
Prabowo memiliki pendekatan inklusif dalam memimpin. #GerakanLawanJudiOnline,positive
Video Viral Dukungan Prabowo ke Ahmad Luthfi-Taj Yasin Tengah Didalami Bawaslu https://t.co/imIaplDS8U,neutral
@wibison96993526 @DokterTifa @prabowo Iya bang.. Aku jg eneg liat si dokter gila ini.. Apa aja diurusi.. Dia janda kah bang? Kl janda pantes aja suka tantrum,neutral
@roedh251179 @Adiprayitno_20 @prabowo Jadi fungsinya apa?,negative
@tatakujiyati Mungkin itu hari minggu dimana atribut sebagai menterinya menguap...sama spt prabowo yg klo hari minggu atribut sbg presidennya menguap dan bisa jd jurkam pilkada https://t.co/HTOuQDFaqe,negative
Dulu kalo gak salah di mata najwa beliau (pak prabowo) bilang kalo beliau jika terpilih menjadi presiden gak bakalan tunduk ke pada partai tapi kok sekarang ?,negative
Dukungan penuh untuk Presiden Prabowo semoga setiap kebijakan yang diambil membawa kebaikan bagi rakyat #GerakanLawanJudiOnline,positive
Udah layak di reformasi sih institusi ini @Gerindra pak @prabowo Bahaya kalau ada yg memiliki uang dan Ingin menguasai negara lewat polri... Dan indikasi kearah sana sudah ada... Negara dalam bahaya,positive
@GenZNusantara Prabowo paham kebutuhan bangsa Langkah investasi ini jawab tantangan ekonomi kita,positive
@geloraco Waduh pidana nih pasti pajaknya juga bermasalah.... @DitjenPajakRI @kring_pajak @Gerindra @prabowo,negative
@DokterTifa @prabowo Banyak org/pejabat bangga untk mendapat gelar walupun dgn berbagai cara yg TDK normal shrsnya tujuan UTAMA bukan GELAR tpi ISI OTAK @RosanaRatn10318,neutral
@terlalujujurr @lanicolecky Halah titit prabowo kepilih tuh FPI juga pada nongol lagi politik di indo tuh berdasarkan whim of a leader 01 02 03 kaga ada basis ideologinya. Kemaren mereka mendelep solely gegara dipacung jokowi,negative
Selamat Pak Prabowo semoga segera terwujud Indonesia yang lebih makmur dan kuat di bawah kepemimpinan Anda #GerakanLawanJudiOnline,positive
@yanuarnugroho @univ_indonesia @prabowo Gimmick aja itu pasti tetap diberikan lagian ngapain juga Bahlil butuh Doktor nih banyak tenaga pengajar yg sulit cari gelar S3 malah banyak yg disuruh balikin beasiswa . Bahlil kurang seru ambil asisten utk ngerjakan itu disertasi harusnya yg benar2 top.,neutral
Momen Presiden Prabowo cecar Menlu AS Antony Blinken soal Palestine. #prabowo https://t.co/SPFCeIP3GS,positive
@KompasTV Sudahlah pak Prabowo jangan terlalu banyak omong. Buktikan saja. Tren penegakan hukum di Indonesia sudah menyelaraskan kepada kepentingan penguasa.,positive
